LogFilename: 2020-03-08-17:14:08_monitoringLog
JSonLogFilename: 2020-03-08-17:14:08_monitoringLog
vector_extension	format	bitwidth	countValues	repetition	runtime:µs	runtime compr [µs]	size used [byte]	size compr [byte]	runtime decompr [µs]	runtime agg [µs]	check
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	134217728	8	961760	390290	771751936	771751936	464770	71501	1
scalar<v64<uint64_t>>	uncompr_f	47	134217728	8	106750	0	1073741824	0	0	104095	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	134217728	8	979948	408846	788791296	788791296	465106	70204	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	134217728	8	969452	397268	788529152	788529152	466305	70063	1
scalar<v64<uint64_t>>	uncompr_f	48	134217728	8	107023	0	1073741824	0	0	104356	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	134217728	8	988833	412433	805568512	805568512	470665	69354	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	134217728	8	965584	396532	805306368	805306368	463240	69369	1
scalar<v64<uint64_t>>	uncompr_f	49	134217728	8	106656	0	1073741824	0	0	103988	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	134217728	8	1005496	421519	822345728	822345728	473961	73086	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	134217728	8	979363	403924	822083584	822083584	465444	73029	1
scalar<v64<uint64_t>>	uncompr_f	50	134217728	8	106697	0	1073741824	0	0	104019	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	50	134217728	8	1025404	428083	839122944	839122944	479842	79685	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	50	134217728	8	1018803	414837	838860800	838860800	487426	79143	1
scalar<v64<uint64_t>>	uncompr_f	51	134217728	8	116189	0	1073741824	0	0	113503	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	51	134217728	8	1041129	441654	855900160	855900160	469009	75694	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	51	134217728	8	992351	410405	855638016	855638016	468169	75638	1
scalar<v64<uint64_t>>	uncompr_f	52	134217728	8	116138	0	1073741824	0	0	113448	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	52	134217728	8	1038090	439982	872677376	872677376	479498	79960	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	52	134217728	8	1007327	416745	872415232	872415232	471940	79922	1
scalar<v64<uint64_t>>	uncompr_f	53	134217728	8	116153	0	1073741824	0	0	113453	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	53	134217728	8	1043953	446762	889454592	889454592	479261	78739	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	53	134217728	8	1022171	432940	889192448	889192448	471230	78689	1
scalar<v64<uint64_t>>	uncompr_f	54	134217728	8	106746	0	1073741824	0	0	104046	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	54	134217728	8	1085180	461668	906231808	906231808	479111	87888	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	54	134217728	8	1034913	428198	905969664	905969664	478769	88113	1
scalar<v64<uint64_t>>	uncompr_f	55	134217728	8	106666	0	1073741824	0	0	103970	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	55	134217728	8	1080469	467509	923009024	923009024	474524	81355	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	55	134217728	8	1029667	434033	922746880	922746880	473805	81386	1
scalar<v64<uint64_t>>	uncompr_f	56	134217728	8	106796	0	1073741824	0	0	104082	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	134217728	8	1069220	464775	939786240	939786240	482338	81123	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	134217728	8	1031608	437495	939524096	939524096	471706	81372	1
scalar<v64<uint64_t>>	uncompr_f	57	134217728	8	116179	0	1073741824	0	0	113457	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	134217728	8	1088304	485114	956563456	956563456	477567	84184	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	134217728	8	1074881	457268	956301312	956301312	491908	84214	1
scalar<v64<uint64_t>>	uncompr_f	58	134217728	8	106826	0	1073741824	0	0	104105	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	58	134217728	8	1113654	491751	973340672	973340672	484717	95054	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	58	134217728	8	1097432	462321	973078528	973078528	497574	95408	1
scalar<v64<uint64_t>>	uncompr_f	59	134217728	8	106675	0	1073741824	0	0	103947	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	59	134217728	8	1104252	485993	990117888	990117888	488544	87024	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	59	134217728	8	1105682	479661	989855744	989855744	479535	86992	1
scalar<v64<uint64_t>>	uncompr_f	60	134217728	8	106600	0	1073741824	0	0	103872	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	60	134217728	8	1122632	502849	1006895104	1006895104	480971	95605	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	60	134217728	8	1087248	467178	1006632960	1006632960	479168	97627	1
scalar<v64<uint64_t>>	uncompr_f	61	134217728	8	106753	0	1073741824	0	0	104018	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	61	134217728	8	1138848	507159	1023672320	1023672320	482700	105595	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	61	134217728	8	1094769	470433	1023410176	1023410176	490718	89750	1
scalar<v64<uint64_t>>	uncompr_f	62	134217728	8	106677	0	1073741824	0	0	103941	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	62	134217728	8	1150483	505567	1040449536	1040449536	498617	101969	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	62	134217728	8	1138689	488868	1040187392	1040187392	487310	118505	1
scalar<v64<uint64_t>>	uncompr_f	63	134217728	8	106614	0	1073741824	0	0	103874	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	63	134217728	8	1149433	525303	1057226752	1057226752	486776	92419	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	63	134217728	8	1117974	495602	1056964608	1056964608	484933	92527	1
scalar<v64<uint64_t>>	uncompr_f	64	134217728	8	106922	0	1073741824	0	0	104168	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	64	134217728	8	1142739	524434	1074003968	1074003968	486883	85892	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	64	134217728	8	1112277	498466	1073741824	1073741824	484323	84003	1
scalar<v64<uint64_t>>	uncompr_f	1	134217728	9	106722	0	1073741824	0	0	103971	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	1	134217728	9	551041	110598	17039360	17039360	428085	7329	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	1	134217728	9	530591	90665	16777216	16777216	428578	7271	1
scalar<v64<uint64_t>>	uncompr_f	2	134217728	9	116414	0	1073741824	0	0	113657	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	2	134217728	9	572184	116019	33816576	33816576	442441	7478	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	2	134217728	9	553535	99797	33554432	33554432	440039	7428	1
scalar<v64<uint64_t>>	uncompr_f	3	134217728	9	106867	0	1073741824	0	0	104094	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	3	134217728	9	572990	123646	50593792	50593792	433853	8535	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	3	134217728	9	574539	107554	50331648	50331648	451464	8503	1
scalar<v64<uint64_t>>	uncompr_f	4	134217728	9	107056	0	1073741824	0	0	104283	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	4	134217728	9	577805	129013	67371008	67371008	432102	8985	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	4	134217728	9	562135	113357	67108864	67108864	432146	8923	1
scalar<v64<uint64_t>>	uncompr_f	5	134217728	9	106719	0	1073741824	0	0	103944	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	5	134217728	9	590412	137580	84148224	84148224	433884	10598	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	5	134217728	9	591165	121505	83886080	83886080	450870	10402	1
scalar<v64<uint64_t>>	uncompr_f	6	134217728	9	106732	0	1073741824	0	0	103941	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	6	134217728	9	604962	143718	100925440	100925440	440809	11376	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	6	134217728	9	585071	126580	100663296	100663296	438067	11376	1
scalar<v64<uint64_t>>	uncompr_f	7	134217728	9	106892	0	1073741824	0	0	104097	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	7	134217728	9	609527	150765	117702656	117702656	436292	12719	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	7	134217728	9	611269	134915	117440512	117440512	453957	12654	1
scalar<v64<uint64_t>>	uncompr_f	8	134217728	9	107020	0	1073741824	0	0	104230	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	8	134217728	9	626214	166992	134479872	134479872	435091	13711	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	8	134217728	9	614099	138338	134217728	134217728	450929	14475	1
scalar<v64<uint64_t>>	uncompr_f	9	134217728	9	106916	0	1073741824	0	0	104123	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	9	134217728	9	641046	174727	151257088	151257088	439319	15840	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	9	134217728	9	634296	149141	150994944	150994944	458297	15774	1
scalar<v64<uint64_t>>	uncompr_f	10	134217728	9	106681	0	1073741824	0	0	103883	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	10	134217728	9	641718	170856	168034304	168034304	441809	17298	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	10	134217728	9	628304	152244	167772160	167772160	447800	16540	1
scalar<v64<uint64_t>>	uncompr_f	11	134217728	9	106744	0	1073741824	0	0	103939	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	11	134217728	9	656062	177410	184811520	184811520	446868	19388	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	11	134217728	9	640292	159241	184549376	184549376	449465	19175	1
scalar<v64<uint64_t>>	uncompr_f	12	134217728	9	106882	0	1073741824	0	0	104067	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	12	134217728	9	656589	182719	201588736	201588736	440510	20271	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	12	134217728	9	638119	172415	201326592	201326592	433222	19376	1
scalar<v64<uint64_t>>	uncompr_f	13	134217728	9	116599	0	1073741824	0	0	104129	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	13	134217728	9	668136	189696	218365952	218365952	441474	23225	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	13	134217728	9	660103	184000	218103808	218103808	439324	23020	1
scalar<v64<uint64_t>>	uncompr_f	14	134217728	9	106655	0	1073741824	0	0	103834	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	14	134217728	9	670393	196120	235143168	235143168	435641	24178	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	14	134217728	9	667826	176261	234881024	234881024	454996	22167	1
scalar<v64<uint64_t>>	uncompr_f	15	134217728	9	106810	0	1073741824	0	0	103985	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	15	134217728	9	681765	201952	251920384	251920384	437346	27411	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	15	134217728	9	673460	181400	251658240	251658240	449746	27234	1
scalar<v64<uint64_t>>	uncompr_f	16	134217728	9	106780	0	1073741824	0	0	103948	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	16	134217728	9	684837	206351	268697600	268697600	436621	26106	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	16	134217728	9	660986	185023	268435456	268435456	434832	25366	1
scalar<v64<uint64_t>>	uncompr_f	17	134217728	9	107231	0	1073741824	0	0	104388	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	17	134217728	9	702439	214879	285474816	285474816	439441	31702	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	17	134217728	9	694475	194653	285212672	285212672	452735	30675	1
scalar<v64<uint64_t>>	uncompr_f	18	134217728	9	106935	0	1073741824	0	0	104089	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	18	134217728	9	713513	221206	302252032	302252032	443302	31884	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	18	134217728	9	692382	204401	301989888	301989888	442464	28421	1
scalar<v64<uint64_t>>	uncompr_f	19	134217728	9	106862	0	1073741824	0	0	104010	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	19	134217728	9	723058	227628	319029248	319029248	439934	37713	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	19	134217728	9	711174	208535	318767104	318767104	449907	34934	1
scalar<v64<uint64_t>>	uncompr_f	20	134217728	9	107049	0	1073741824	0	0	104188	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	20	134217728	9	730192	233116	335806464	335806464	444365	34269	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	20	134217728	9	694501	212371	335544320	335544320	432932	30736	1
scalar<v64<uint64_t>>	uncompr_f	21	134217728	9	106767	0	1073741824	0	0	103906	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	21	134217728	9	740217	240193	352583680	352583680	441546	39326	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	21	134217728	9	731232	218788	352321536	352321536	454056	39228	1
scalar<v64<uint64_t>>	uncompr_f	22	134217728	9	106930	0	1073741824	0	0	104068	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	22	134217728	9	752999	258706	369360896	369360896	439676	34785	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	22	134217728	9	738507	230119	369098752	369098752	437160	51962	1
scalar<v64<uint64_t>>	uncompr_f	23	134217728	9	107258	0	1073741824	0	0	104389	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	23	134217728	9	773652	265930	386138112	386138112	443590	43591	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	23	134217728	9	737026	233932	385875968	385875968	439371	43165	1
scalar<v64<uint64_t>>	uncompr_f	24	134217728	9	116757	0	1073741824	0	0	113881	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	24	134217728	9	768899	259132	402915328	402915328	444262	44386	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	24	134217728	9	740452	237396	402653184	402653184	445185	36687	1
scalar<v64<uint64_t>>	uncompr_f	25	134217728	9	106913	0	1073741824	0	0	104035	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	25	134217728	9	784618	267477	419692544	419692544	448716	46546	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	25	134217728	9	770920	243808	419430400	419430400	458035	47182	1
scalar<v64<uint64_t>>	uncompr_f	26	134217728	9	107038	0	1073741824	0	0	104156	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	26	134217728	9	782168	273513	436469760	436469760	446296	39762	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	26	134217728	9	753776	250331	436207616	436207616	440516	40391	1
scalar<v64<uint64_t>>	uncompr_f	27	134217728	9	107033	0	1073741824	0	0	104137	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	27	134217728	9	803546	279400	453246976	453246976	447311	53666	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	27	134217728	9	792140	262446	452984832	452984832	456675	49826	1
scalar<v64<uint64_t>>	uncompr_f	28	134217728	9	116608	0	1073741824	0	0	113712	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	28	134217728	9	813221	284841	470024192	470024192	454836	49632	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	28	134217728	9	767648	262627	469762048	469762048	438864	42319	1
scalar<v64<uint64_t>>	uncompr_f	29	134217728	9	106798	0	1073741824	0	0	103902	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	29	134217728	9	828091	292604	486801408	486801408	457395	53570	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	29	134217728	9	829513	280742	486539264	486539264	454181	70732	1
scalar<v64<uint64_t>>	uncompr_f	30	134217728	9	106847	0	1073741824	0	0	103942	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	30	134217728	9	830641	312265	503578624	503578624	447386	45730	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	30	134217728	9	807539	276604	503316480	503316480	457982	47806	1
scalar<v64<uint64_t>>	uncompr_f	31	134217728	9	106758	0	1073741824	0	0	103844	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	31	134217728	9	838900	305371	520355840	520355840	450820	56794	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	31	134217728	9	826187	292744	520093696	520093696	450060	57498	1
scalar<v64<uint64_t>>	uncompr_f	32	134217728	9	106937	0	1073741824	0	0	104024	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	32	134217728	9	825569	307458	537133056	537133056	446150	45374	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	32	134217728	9	825675	294316	536870912	536870912	441262	46344	1
scalar<v64<uint64_t>>	uncompr_f	33	134217728	9	116806	0	1073741824	0	0	113894	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	33	134217728	9	847877	319034	553910272	553910272	450918	50673	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	33	134217728	9	848884	307421	553648128	553648128	446372	50613	1
scalar<v64<uint64_t>>	uncompr_f	34	134217728	9	106717	0	1073741824	0	0	103795	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	34	134217728	9	863507	325386	570687488	570687488	457892	52279	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	34	134217728	9	847063	303634	570425344	570425344	460399	55181	1
scalar<v64<uint64_t>>	uncompr_f	35	134217728	9	106867	0	1073741824	0	0	103940	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	35	134217728	9	874267	342346	587464704	587464704	449538	53761	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	35	134217728	9	853375	321308	587202560	587202560	449870	53627	1
scalar<v64<uint64_t>>	uncompr_f	36	134217728	9	106785	0	1073741824	0	0	103855	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	36	134217728	9	874175	337309	604241920	604241920	454054	53504	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	36	134217728	9	843573	312669	603979776	603979776	447792	53885	1
scalar<v64<uint64_t>>	uncompr_f	37	134217728	9	106741	0	1073741824	0	0	103797	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	37	134217728	9	898137	356698	621019136	621019136	454895	56565	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	37	134217728	9	876083	336580	620756992	620756992	453282	56374	1
scalar<v64<uint64_t>>	uncompr_f	38	134217728	9	107026	0	1073741824	0	0	104079	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	38	134217728	9	907687	362631	637796352	637796352	455078	59310	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	38	134217728	9	887557	341682	637534208	637534208	453880	61424	1
scalar<v64<uint64_t>>	uncompr_f	39	134217728	9	106905	0	1073741824	0	0	103949	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	39	134217728	9	909741	362453	654573568	654573568	456588	59468	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	39	134217728	9	878435	334385	654311424	654311424	453871	58971	1
scalar<v64<uint64_t>>	uncompr_f	40	134217728	9	106701	0	1073741824	0	0	103741	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	40	134217728	9	917459	372340	671350784	671350784	453653	59483	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	40	134217728	9	894712	349074	671088640	671088640	454349	59391	1
scalar<v64<uint64_t>>	uncompr_f	41	134217728	9	106884	0	1073741824	0	0	103883	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	41	134217728	9	940782	377433	688128000	688128000	468687	62051	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	41	134217728	9	905467	355055	687865856	687865856	456095	61741	1
scalar<v64<uint64_t>>	uncompr_f	42	134217728	9	107011	0	1073741824	0	0	104051	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	42	134217728	9	957517	382777	704905216	704905216	458769	65659	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	42	134217728	9	909442	353456	704643072	704643072	457564	65184	1
scalar<v64<uint64_t>>	uncompr_f	43	134217728	9	107112	0	1073741824	0	0	104134	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	43	134217728	9	950473	382713	721682432	721682432	469242	64576	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	43	134217728	9	924628	367647	721420288	721420288	458507	64600	1
scalar<v64<uint64_t>>	uncompr_f	44	134217728	9	107044	0	1073741824	0	0	104062	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	44	134217728	9	958849	398205	738459648	738459648	459816	66113	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	44	134217728	9	954321	380785	738197504	738197504	457698	81675	1
scalar<v64<uint64_t>>	uncompr_f	45	134217728	9	107088	0	1073741824	0	0	104101	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	45	134217728	9	963855	397405	755236864	755236864	463754	67439	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	45	134217728	9	952685	387404	754974720	754974720	462664	67459	1
scalar<v64<uint64_t>>	uncompr_f	46	134217728	9	107015	0	1073741824	0	0	104016	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	46	134217728	9	986042	402543	772014080	772014080	476000	71745	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	134217728	9	961354	389682	771751936	771751936	463890	72072	1
scalar<v64<uint64_t>>	uncompr_f	47	134217728	9	106938	0	1073741824	0	0	103944	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	134217728	9	987336	408622	788791296	788791296	471914	70385	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	134217728	9	969656	396963	788529152	788529152	466240	70113	1
scalar<v64<uint64_t>>	uncompr_f	48	134217728	9	107337	0	1073741824	0	0	104333	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	134217728	9	981871	411917	805568512	805568512	463536	69474	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	134217728	9	968009	398280	805306368	805306368	463530	69338	1
scalar<v64<uint64_t>>	uncompr_f	49	134217728	9	107020	0	1073741824	0	0	104009	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	134217728	9	1007572	422199	822345728	822345728	474498	73312	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	134217728	9	979312	403754	822083584	822083584	465103	72971	1
scalar<v64<uint64_t>>	uncompr_f	50	134217728	9	107038	0	1073741824	0	0	104013	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	50	134217728	9	1019024	428186	839122944	839122944	472577	80191	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	50	134217728	9	1003395	415325	838860800	838860800	470900	79129	1
scalar<v64<uint64_t>>	uncompr_f	51	134217728	9	106940	0	1073741824	0	0	103921	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	51	134217728	9	1025403	434085	855900160	855900160	476912	75734	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	51	134217728	9	992405	410178	855638016	855638016	467953	75600	1
scalar<v64<uint64_t>>	uncompr_f	52	134217728	9	107245	0	1073741824	0	0	104223	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	52	134217728	9	1037059	439911	872677376	872677376	478049	79826	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	52	134217728	9	1032404	427123	872415232	872415232	485854	80215	1
scalar<v64<uint64_t>>	uncompr_f	53	134217728	9	107233	0	1073741824	0	0	104191	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	53	134217728	9	1037461	446812	889454592	889454592	472110	78724	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	53	134217728	9	1038017	432091	889192448	889192448	487705	78523	1
scalar<v64<uint64_t>>	uncompr_f	54	134217728	9	107155	0	1073741824	0	0	104121	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	54	134217728	9	1062135	453721	906231808	906231808	480031	87937	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	54	134217728	9	1061895	439153	905969664	905969664	494094	87999	1
scalar<v64<uint64_t>>	uncompr_f	55	134217728	9	107205	0	1073741824	0	0	104159	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	55	134217728	9	1067989	470488	923009024	923009024	475077	81405	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	55	134217728	9	1055759	444558	922746880	922746880	488907	81396	1
scalar<v64<uint64_t>>	uncompr_f	56	134217728	9	107216	0	1073741824	0	0	104166	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	134217728	9	1074421	476952	939786240	939786240	474589	81127	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	134217728	9	1047983	438111	939524096	939524096	486909	81469	1
scalar<v64<uint64_t>>	uncompr_f	57	134217728	9	106998	0	1073741824	0	0	103946	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	134217728	9	1087157	483111	956563456	956563456	477710	84215	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	134217728	9	1073335	455768	956301312	956301312	491318	84141	1
scalar<v64<uint64_t>>	uncompr_f	58	134217728	9	107134	0	1073741824	0	0	104079	-1
